,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct,Actual Value
0,T.Lockett o42.5 receiving yards,Rotowire Sleeper,Seattle Seahawks,t.lockett,San Francisco 49ers,1.0,0.8,1,1.0,1,0.8,1,61,9,60,3,Rain,Lumen Field,outdoors,turf,100.0,1.5,3.0,1.5,Y,65.0
1,N.Fant o20.5 receiving yards,Rotowire Prizepicks,Seattle Seahawks,n.fant,San Francisco 49ers,1.0,0.6,1,1.0,1,0.6,1,61,9,60,3,Rain,Lumen Field,outdoors,turf,100.0,1.5,3.0,1.5,Y,63.0
2,G.Kittle o47.5 Rec Yds,RoyalsProps,San Francisco 49ers,g.kittle,Seattle Seahawks,0.0,0.5,0,0.6666666666666666,1,0.5,0,60,8,65,0,Partly Cloudy,Lumen Field,outdoors,turf,-113.0,1.13,2.13,1.0,Y,58.0
3,J.Smith-Njigba o46.5 Rec Yds,charliedisturco,Seattle Seahawks,j.smith-njigba,San Francisco 49ers,1.0,0.4,0,0.3333333333333333,0,0.4,0,59,8,68,1,Mostly Cloudy,Lumen Field,outdoors,turf,-110.0,1.1,2.1,1.0,Y,53.0
4,K.Juszczyk o7.5 Rec Yds,Theotherbabs,San Francisco 49ers,k.juszczyk,Seattle Seahawks,0.0,0.75,1,0.6666666666666666,1,0.75,1,59,8,69,0,Mostly Cloudy,Lumen Field,outdoors,turf,-120.0,1.5,2.75,1.25,Y,10.0
5,J.Jennings o29.5 Rec Yds,MikeRandle,San Francisco 49ers,j.jennings,Seattle Seahawks,0.0,0.8,1,0.6666666666666666,1,0.8,1,59,8,69,0,Mostly Cloudy,Lumen Field,outdoors,turf,-120.0,1.0,1.8333333333333333,0.8333333333333335,N,27.0
6,T.Lockett o44.5 Rec Yds,FirefighterBets,Seattle Seahawks,t.lockett,San Francisco 49ers,1.0,0.8,1,1.0,1,0.8,1,59,8,69,0,Mostly Cloudy,Lumen Field,outdoors,turf,-114.0,1.0,1.8771929824561404,0.8771929824561404,Y,65.0
7,K.Juszczyk o7.5 Rec Yds,shadybiev,San Francisco 49ers,k.juszczyk,Seattle Seahawks,0.0,0.75,1,0.6666666666666666,1,0.75,1,59,8,69,0,Mostly Cloudy,Lumen Field,outdoors,turf,-115.0,1.73,3.2343478260869563,1.5043478260869565,Y,10.0
8,J.Smith-Njigba o46.5 Rec Yds,GreenDotDaily,Seattle Seahawks,j.smith-njigba,San Francisco 49ers,1.0,0.4,0,0.3333333333333333,0,0.4,0,59,8,69,0,Mostly Cloudy,Lumen Field,outdoors,turf,-112.0,1.0,1.8928571428571428,0.8928571428571428,Y,53.0
9,B.Aiyuk u67.5 receiving yards,Rotowire Prizepicks,San Francisco 49ers,b.aiyuk,Seattle Seahawks,0.0,0.8,1,0.6666666666666666,1,0.8,1,59,8,69,0,Mostly Cloudy,Lumen Field,outdoors,turf,100.0,1.5,3.0,1.5,Y,37.0
10,K.Juszczyk o6.5 Rec Yds,shadybiev,San Francisco 49ers,k.juszczyk,Seattle Seahawks,0.0,0.75,1,0.6666666666666666,1,0.75,1,59,10,70,0,Partly Cloudy,Lumen Field,outdoors,turf,-120.0,1.8,3.3000000000000003,1.5000000000000002,Y,10.0
11,K.Juszczyk o6.5 Rec Yds,Mjaybrxd,San Francisco 49ers,k.juszczyk,Seattle Seahawks,0.0,0.75,1,0.6666666666666666,1,0.75,1,59,10,70,0,Partly Cloudy,Lumen Field,outdoors,turf,-120.0,1.0,1.8333333333333333,0.8333333333333335,Y,10.0
12,D.Metcalf o63.5 Rec Yds,PropBomb,Seattle Seahawks,d.metcalf,San Francisco 49ers,1.0,0.6,1,0.6666666666666666,1,0.6,1,60,5,70,0,Clear,Lumen Field,outdoors,turf,-115.0,1.15,2.1499999999999995,0.9999999999999996,N,48.0
13,J.Mason u9.5 Rec Yds,boomerslocks,San Francisco 49ers,j.mason,Seattle Seahawks,0.0,0.6,1,0.3333333333333333,0,0.6,1,60,5,70,0,Clear,Lumen Field,outdoors,turf,-104.0,1.5,2.9423076923076925,1.4423076923076923,Y,9.0
