Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets
R.Odunze o39.5 receiving yards,Rotowire Prizepicks,Chicago Bears,r.odunze,Seattle Seahawks,1,0.5333333333333333,1,0.6666666666666666,1,0.4,0,43,6,93,42,Rain,Soldier Field,outdoors,grass,100,1.5,3.0,1.5,1,0,Rec_Yds
C.Kmet o15.5 receiving yards,Rotowire Sleeper,Chicago Bears,c.kmet,Seattle Seahawks,1,0.6153846153846154,1,0.3333333333333333,0,0.6,1,44,6,94,42,Rain,Soldier Field,outdoors,grass,100,1.5,3.0,1.5,1,0,Rec_Yds
T.Lockett o15.5 Rec Yds,chrisgimino_,Seattle Seahawks,t.lockett,Chicago Bears,0,0.8,1,0.6666666666666666,1,0.8,1,43,6,93,37,Rain,Soldier Field,outdoors,grass,-113,1.0,1.8849557522123888,0.8849557522123894,1,0,Rec_Yds
D.Moore o5.5 Recs,TopShelfAction_duplicate_duplicate,Chicago Bears,d.moore,Seattle Seahawks,1,0.5333333333333333,1,1.0,1,1.0,1,43,7,93,37,Rain,Soldier Field,outdoors,grass,-102,0.5,0.9901960784313726,0.4901960784313726,1,0,Rec
D.Swift o71.5 Rush + Rec Yds,RoyalsProps,Chicago Bears,d.swift,Seattle Seahawks,1,0.5333333333333333,1,0.3333333333333333,0,0.4,0,49,9,89,34,Foggy,Soldier Field,outdoors,grass,-113,1.13,2.13,1.0,1,0,Rush_Yds+Rec_Yds
J.Smith-Njigba o69.5 Rec Yds,KyleJustBets,Seattle Seahawks,j.smith-njigba,Chicago Bears,0,0.5333333333333333,1,1.0,1,1.0,1,49,9,89,34,Foggy,Soldier Field,outdoors,grass,-115,1.0,1.869565217391304,0.8695652173913042,1,0,Rec_Yds
R.Odunze o39.5 Rec Yds,sandyplashkes,Chicago Bears,r.odunze,Seattle Seahawks,1,0.5333333333333333,1,0.6666666666666666,1,0.4,0,49,9,89,34,Foggy,Soldier Field,outdoors,grass,-112,1.12,2.12,1.0,1,0,Rec_Yds
D.Metcalf o62.5 Rec Yds,sandyplashkes,Seattle Seahawks,d.metcalf,Chicago Bears,0,0.46153846153846156,0,0.0,0,0.2,0,49,9,89,34,Foggy,Soldier Field,outdoors,grass,-110,1.1,2.1,1.0,1,0,Rec_Yds
D.Swift o59.5 Rush Yds,TopShelfAction,Chicago Bears,d.swift,Seattle Seahawks,1,0.4,0,0.3333333333333333,0,0.2,0,49,9,89,34,Foggy,Soldier Field,outdoors,grass,106,0.4,0.8240000000000001,0.424,1,0,Rush_Yds
D.Moore o5.5 Recs,PvB_Bets_duplicate_duplicate,Chicago Bears,d.moore,Seattle Seahawks,1,0.5333333333333333,1,1.0,1,1.0,1,49,9,89,34,Foggy,Soldier Field,outdoors,grass,-132,1.0,1.7575757575757576,0.7575757575757576,1,0,Rec
D.Swift o14.5 Rush Att,The_Oddsmaker,Chicago Bears,d.swift,Seattle Seahawks,1,0.4666666666666667,0,0.3333333333333333,0,0.2,0,49,9,89,34,Foggy,Soldier Field,outdoors,grass,100,1.0,2.0,1.0,1,0,Rush_Att
D.Swift o2.5 Recs,moneybadger24_,Chicago Bears,d.swift,Seattle Seahawks,1,0.4,0,0.3333333333333333,0,0.4,0,49,9,89,34,Foggy,Soldier Field,outdoors,grass,150,1.0,2.5,1.5,1,0,Rec
D.Moore o5.5 Recs,kylemurray03_duplicate_duplicate,Chicago Bears,d.moore,Seattle Seahawks,1,0.5333333333333333,1,1.0,1,1.0,1,49,10,89,34,Overcast,Soldier Field,outdoors,grass,-132,1.32,2.3200000000000003,1.0000000000000002,1,0,Rec
D.Swift o12.5 Longest Rush,Mjaybrxd,Chicago Bears,d.swift,Seattle Seahawks,1,0.5333333333333333,1,0.3333333333333333,0,0.2,0,49,9,89,34,Overcast,Soldier Field,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092,1,0,Rush_Lng
