Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
J.Hurts o29.5 Rush Yds,CamIsMoney18,Philadelphia Eagles,j.hurts,Washington Commanders,1.0,0.7647058823529411,1,1.0,1,1.0,1,39,14,62,4,Snow,Lincoln Financial Field,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042
J.Hurts o0.5 rush_td+rec_td,CamIsMoney18,Philadelphia Eagles,j.hurts,Washington Commanders,1.0,0.0,0,0.0,0,0.0,0,39,14,62,4,Snow,Lincoln Financial Field,outdoors,grass,-120.0,1.0,1.8333333333333333,0.8333333333333335
S.Perine o8.5 Rec Yds,CamIsMoney18,Kansas City Chiefs,s.perine,Buffalo Bills,1.0,0.8235294117647058,1,1.0,1,1.0,1,32,9,54,5,Partly Cloudy,GEHA Field at Arrowhead,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042
T.Kelce o65.5 Rec Yds,wheatonbrando,Kansas City Chiefs,t.kelce,Buffalo Bills,1.0,0.4117647058823529,0,0.6666666666666666,1,0.4,0,32,9,54,5,Partly Cloudy,GEHA Field at Arrowhead,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042
X.Worthy o4.5 Recs,wheatonbrando,Kansas City Chiefs,x.worthy,Buffalo Bills,1.0,0.3529411764705882,0,1.0,1,1.0,1,32,9,54,5,Partly Cloudy,GEHA Field at Arrowhead,outdoors,grass,-135.0,0.65,1.1314814814814815,0.4814814814814815
P.Mahomes o277.5 passing + rushing yards,Rotowire Sleeper,Kansas City Chiefs,p.mahomes,Buffalo Bills,1.0,0.5294117647058824,1,0.6666666666666666,1,0.4,0,32,3,54,5,Partly Cloudy,GEHA Field at Arrowhead,outdoors,grass,100.0,1.5,3.0,1.5
C.Samuel o12.5 receiving yards,Rotowire Sleeper,Buffalo Bills,c.samuel,Kansas City Chiefs,0.0,0.5,0,0.6666666666666666,1,0.6,1,32,3,54,5,Partly Cloudy,GEHA Field at Arrowhead,outdoors,grass,100.0,1.5,3.0,1.5
S.Barkley o12.5 Rec Yds,JCBetsNFL,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.3888888888888889,0,0.3333333333333333,0,0.2,0,39,14,62,4,Snow,Lincoln Financial Field,outdoors,grass,-113.0,1.13,2.13,1.0
S.Barkley o23.5 Longest Rush,JCBetsNFL,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.5,0,0.3333333333333333,0,0.4,0,39,14,62,4,Snow,Lincoln Financial Field,outdoors,grass,-115.0,1.15,2.1499999999999995,0.9999999999999996
S.Barkley o0.5 rush_td+rec_td,JCBetsNFL,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.5,0,0.3333333333333333,0,0.4,0,39,14,62,4,Snow,Lincoln Financial Field,outdoors,grass,-230.0,3.0,4.304347826086956,1.304347826086956
S.Barkley o129.5 rushing yards,Rotowire Sleeper,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.4444444444444444,0,0.6666666666666666,1,0.6,1,39,7,62,4,Snow,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5
S.Barkley o8.5 Longest Reception,JCBetsNFL,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.5,0,0.3333333333333333,0,0.2,0,39,14,62,4,Snow,Lincoln Financial Field,outdoors,grass,-130.0,1.3,2.3,0.9999999999999998
S.Barkley o148.5 Rush + Rec Yds,JCBetsNFL,Philadelphia Eagles,s.barkley,Washington Commanders,1.0,0.4444444444444444,0,0.6666666666666666,1,0.6,1,39,14,62,4,Snow,Lincoln Financial Field,outdoors,grass,-110.0,1.1,2.1,1.0
P.Mahomes u251.5 Pass Yds,JCBetsNFL,Kansas City Chiefs,p.mahomes,Buffalo Bills,1.0,0.4705882352941176,0,0.3333333333333333,0,0.6,1,32,9,54,5,Partly Cloudy,GEHA Field at Arrowhead,outdoors,grass,-110.0,1.1,2.1,1.0
