Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
D.Schultz o34.5 Rec Yds,Stuckey2,Houston Texans,d.schultz,Kansas City Chiefs,0.0,0.2222222222222222,0,0.0,0,0.2,0,24,13,60,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-110.0,0.2,0.3818181818181818,0.1818181818181818
I.Pacheco o37.5 Rush Yds,rsura_,Kansas City Chiefs,i.pacheco,Houston Texans,1.0,0.5714285714285714,1,0.0,0,0.4,0,24,13,60,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-114.0,1.5,2.8157894736842106,1.3157894736842106
D.Schultz o31.5 Rec Yds,CamIsMoney18,Houston Texans,d.schultz,Kansas City Chiefs,0.0,0.3888888888888889,0,0.0,0,0.2,0,24,13,60,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042
X.Worthy o4.5 Recs,TheBMatt,Kansas City Chiefs,x.worthy,Houston Texans,1.0,0.3125,0,1.0,1,1.0,1,24,13,60,0,Clear,GEHA Field at Arrowhead,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002
J.Gibbs o17.5 Longest Rush,ThePropfessor_,Detroit Lions,j.gibbs,Washington Commanders,1.0,0.7058823529411765,1,0.6666666666666666,1,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-125.0,1.25,2.25,1.0
S.LaPorta o47.5 Rec Yds,Stuckey2,Detroit Lions,s.laporta,Washington Commanders,1.0,0.5,0,0.6666666666666666,1,0.8,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-114.0,0.2,0.3754385964912281,0.1754385964912281
J.Goff u33.5 Pass Att,CamIsMoney18,Detroit Lions,j.goff,Washington Commanders,1.0,0.6470588235294118,1,0.6666666666666666,1,0.4,0,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,100.0,1.0,2.0,1.0
J.Goff u0.5 Int,goodelleaks,Detroit Lions,j.goff,Washington Commanders,1.0,0.6470588235294118,1,0.6666666666666666,1,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,-135.0,1.5,2.611111111111111,1.1111111111111112
K.Hunt o40.5 rushing + receiving yards,Rotowire Prizepicks,Kansas City Chiefs,k.hunt,Houston Texans,1.0,0.7692307692307693,1,0.6666666666666666,1,0.4,0,24,13,60,0,Clear,GEHA Field at Arrowhead,outdoors,grass,100.0,1.5,3.0,1.5
A.Ekeler o47.5 rushing + receiving yards,Rotowire Prizepicks,Washington Commanders,a.ekeler,Detroit Lions,0.0,0.7692307692307693,1,0.3333333333333333,0,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5
A.Ekeler o48.5 rushing + receiving yards,Rotowire Prizepicks,Washington Commanders,a.ekeler,Detroit Lions,0.0,0.7692307692307693,1,0.3333333333333333,0,0.6,1,25,9,79,2,Mostly Cloudy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5
