Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
M.Mims o3.5 Recs,ThePropfessor_,Denver Broncos,m.mims,Buffalo Bills,0.0,0.25,0,0.6666666666666666,1,0.6,1,24,9,90,23,Snow,Highmark,outdoors,turf,-140.0,1.4,2.4,1.0
D.Kincaid o31.5 receiving yards,Rotowire Sleeper,Buffalo Bills,d.kincaid,Denver Broncos,1.0,0.6153846153846154,1,0.3333333333333333,0,0.4,0,24,9,90,23,Snow,Highmark,outdoors,turf,100.0,1.5,3.0,1.5
S.Barkley o114.5 rushing + receiving yards,Rotowire Sleeper,Philadelphia Eagles,s.barkley,Green Bay Packers,1.0,0.75,1,0.6666666666666666,1,0.8,1,36,5,59,0,Partly Cloudy,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5
J.McMillan o0.5 rush_td+rec_td,GDAWG5000,Tampa Bay Buccaneers,j.mcmillan,Washington Commanders,1.0,0.4615384615384615,0,1.0,1,1.0,1,52,3,57,5,Clear,Raymond James,outdoors,grass,220.0,1.0,3.2,2.2
J.McMillan o0.5 rush_td+rec_td,TheBMatt,Tampa Bay Buccaneers,j.mcmillan,Washington Commanders,1.0,0.4615384615384615,0,1.0,1,1.0,1,52,3,57,5,Clear,Raymond James,outdoors,grass,220.0,1.0,3.2,2.2
B.Robinson o44.5 rushing yards,Rotowire Prizepicks_duplicate,Washington Commanders,b.robinson,Tampa Bay Buccaneers,0.0,0.5714285714285714,1,0.3333333333333333,0,0.6,1,52,3,75,5,Clear,Raymond James,outdoors,grass,100.0,1.5,3.0,1.5
J.Hurts o36.5 rushing yards,Rotowire Prizepicks,Philadelphia Eagles,j.hurts,Green Bay Packers,1.0,0.6,1,1.0,1,0.8,1,36,5,59,0,Partly Cloudy,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5
B.Mayfield o262.5 passing + rushing yards,Rotowire Sleeper,Tampa Bay Buccaneers,b.mayfield,Washington Commanders,1.0,0.6470588235294118,1,1.0,1,1.0,1,52,3,75,5,Clear,Raymond James,outdoors,grass,100.0,1.5,3.0,1.5
J.Jacobs o70.5 rushing yards,Rotowire Prizepicks,Green Bay Packers,j.jacobs,Philadelphia Eagles,0.0,0.5294117647058824,1,0.0,0,0.2,0,36,5,59,0,Partly Cloudy,Lincoln Financial Field,outdoors,grass,100.0,1.5,3.0,1.5
K.Shakir u5.5 Recs,TopShelfAction,Buffalo Bills,k.shakir,Denver Broncos,1.0,0.5333333333333333,1,0.6666666666666666,1,0.8,1,24,8,89,23,Snow,Highmark,outdoors,turf,-121.0,1.1,2.0090909090909093,0.9090909090909092
C.Sutton u5.5 Recs,TopShelfAction,Denver Broncos,c.sutton,Buffalo Bills,0.0,0.5625,1,1.0,1,0.8,1,24,8,89,23,Snow,Highmark,outdoors,turf,-109.0,1.4,2.6844036697247704,1.2844036697247705
J.Mclaughlin o30.5 rushing yards,Rotowire Prizepicks,Denver Broncos,j.mclaughlin,Buffalo Bills,0.0,0.4375,0,0.6666666666666666,1,0.8,1,24,8,89,23,Snow,Highmark,outdoors,turf,100.0,1.5,3.0,1.5
J.Allen o38.5 Rush Yds,ThePropfessor_,Buffalo Bills,j.allen,Denver Broncos,1.0,0.4375,0,0.3333333333333333,0,0.4,0,24,8,89,23,Snow,Highmark,outdoors,turf,-110.0,1.1,2.1,1.0
J.Allen o220.5 passing yards,Rotowire Sleeper,Buffalo Bills,j.allen,Denver Broncos,1.0,0.5625,1,0.3333333333333333,0,0.4,0,24,8,89,23,Snow,Highmark,outdoors,turf,100.0,1.5,3.0,1.5
