,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Rush_Lng,Rec_Lng,FL,Rush_1D,Rush_YBC,Rush_YBC/Att,Rush_YAC,Rush_YAC/Att,Rush_BrkTkl,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,M.Andrews,Baltimore Ravens,6,4,37,1,1,1,0,1,1,1.0,0,0.0,0,0,1,16,0,0,0,0,0,0,0,76.0,1221,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
1,Z.Flowers,Baltimore Ravens,8,5,100,0,1,3,0,0,3,3.0,0,0.0,0,0,3,49,0,0,0,0,0,0,0,87.0,1221,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
2,D.Henry,Baltimore Ravens,2,2,27,0,24,162,0,8,162,6.8,0,0.0,0,0,44,16,0,0,0,0,0,0,0,74.0,1221,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
3,L.Jackson,Baltimore Ravens,0,0,0,0,9,22,0,0,0,0,0,0,0,0,8,0,0,1,22,2.4,0,0.0,0,100.0,1221,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
4,N.Harris,Pittsburgh Steelers,1,0,0,0,9,42,0,1,42,4.7,0,0.0,0,0,11,0,0,0,0,0,0,0,0,28.0,1221,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
5,J.Warren,Pittsburgh Steelers,5,5,44,0,12,48,0,4,48,4.0,0,0.0,0,0,11,13,0,0,0,0,0,0,0,67.0,1221,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
6,R.Wilson,Pittsburgh Steelers,0,0,0,0,3,27,0,0,0,0,0,0,0,0,19,0,1,0,27,9.0,0,0.0,0,100.0,1221,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,36,39,19,1,Snow
7,T.Kelce,Kansas City Chiefs,7,5,30,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,88.0,1221,Houston Texans,1,GEHA Field at Arrowhead,outdoors,grass,32,56,0,0,Clear
8,X.Worthy,Kansas City Chiefs,11,7,65,1,3,10,0,0,10,3.3,0,0.0,0,0,7,19,0,0,0,0,0,0,0,80.0,1221,Houston Texans,1,GEHA Field at Arrowhead,outdoors,grass,32,56,0,0,Clear
9,I.Pacheco,Kansas City Chiefs,2,1,-1,0,9,26,0,2,26,2.9,0,0.0,0,0,8,0,0,0,0,0,0,0,0,35.0,1221,Houston Texans,1,GEHA Field at Arrowhead,outdoors,grass,32,56,0,0,Clear
10,K.Hunt,Kansas City Chiefs,3,2,24,0,11,55,1,5,55,5.0,0,0.0,0,0,20,17,0,0,0,0,0,0,0,43.0,1221,Houston Texans,1,GEHA Field at Arrowhead,outdoors,grass,32,56,0,0,Clear
11,P.Mahomes,Kansas City Chiefs,0,0,0,0,5,33,1,1,33,6.6,0,0.0,0,0,15,0,0,0,0,0,0,0,0,100.0,1221,Houston Texans,1,GEHA Field at Arrowhead,outdoors,grass,32,56,0,0,Clear
12,D.Ogunbowale,Houston Texans,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1221,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,32,56,0,0,Clear
13,T.Dell,Houston Texans,7,6,98,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,51.0,1221,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,32,56,0,0,Clear
14,J.Mixon,Houston Texans,2,1,14,0,14,57,0,4,57,4.1,0,0.0,0,0,22,14,0,0,0,0,0,0,0,66.0,1221,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,32,56,0,0,Clear
15,C.Stroud,Houston Texans,0,0,0,0,2,23,0,0,0,0,0,0,0,0,12,0,0,2,23,11.5,0,0.0,0,100.0,1221,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,32,56,0,0,Clear
