,Play,Expert,Team,Name,Over?,Under?,Prop Bets,Correct,Actual Value,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
0,N.Gray o16.5 receiving yards,Rotowire Sleeper,Kansas City Chiefs,n.gray,,,,Y,29.0,New Orleans Saints,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5
1,C.Olave o58.5 receiving yards,Rotowire Prizepicks,New Orleans Saints,c.olave,,,,N,10.0,Kansas City Chiefs,0.0,0.75,1,1.0,1,0.75,1,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5
2,C.Olave u61.5 Rec Yds,LinesAtLunch,New Orleans Saints,c.olave,,,,Y,10.0,Kansas City Chiefs,0.0,0.25,0,0.0,0,0.25,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-112,1.12,2.12,1.0
3,C.Olave u61.5 Rec Yds,sandyplashkes,New Orleans Saints,c.olave,,,,Y,10.0,Kansas City Chiefs,0.0,0.25,0,0.0,0,0.25,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-112,1.12,2.12,1.0
4,C.Olave o57.5 Rec Yds,FirefighterBets,New Orleans Saints,c.olave,,,,N,10.0,Kansas City Chiefs,0.0,0.75,1,1.0,1,0.75,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-112,1.0,1.8928571428571428,0.8928571428571428
5,K.Hunt o11.5 receiving yards,Rotowire Sleeper,Kansas City Chiefs,k.hunt,,,,Y,15.0,New Orleans Saints,1.0,1.0,1,1.0,1,1.0,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5
6,R.Shaheed o47.5 Rec Yds,Markus_Markets,New Orleans Saints,r.shaheed,,,,Y,86.0,Kansas City Chiefs,0.0,0.75,1,0.6666666666666666,1,0.75,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092
7,A.Kamara o39.5 Receiving Yards,GreenDotDaily,New Orleans Saints,a.kamara,,,,Y,40.0,Kansas City Chiefs,0.0,0.75,1,1.0,1,0.75,1,67,2,39,1,,GEHA Field at Arrowhead Stadium,outdoors,grass,134,1.0,2.34,1.34
8,C.Olave o57.5 Rec Yds,CeeJPicks,New Orleans Saints,c.olave,,,,N,10.0,Kansas City Chiefs,0.0,0.75,1,1.0,1,0.75,1,66,2,39,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-120,1.2,2.2,1.0000000000000002
9,J.Smith-schuster o13.5 receiving yards,Rotowire Sleeper,Kansas City Chiefs,j.smith-schuster,1.0,0.0,Rec_Yds,Y,130.0,New Orleans Saints,1.0,0.5,0,0.5,0,0.5,0,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5
10,J.Johnson o17.5 Rec Yds,Theotherbabs,New Orleans Saints,j.johnson,1.0,0.0,Rec_Yds,Y,31.0,Kansas City Chiefs,0.0,0.5,0,0.5,0,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-110,1.5,2.863636363636364,1.3636363636363638
11,J.Johnson o16.5 receiving yards,Rotowire Sleeper,New Orleans Saints,j.johnson,1.0,0.0,Rec_Yds,Y,31.0,Kansas City Chiefs,0.0,0.5,0,0.5,0,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5
12,J.Johnson o20.5 receiving yards,Rotowire Prizepicks,New Orleans Saints,j.johnson,1.0,0.0,Rec_Yds,Y,31.0,Kansas City Chiefs,0.0,0.5,0,0.5,0,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5
13,M.Tipton o5.5 receiving yards,Rotowire Sleeper,New Orleans Saints,m.tipton,1.0,0.0,Rec_Yds,N,2.0,Kansas City Chiefs,0.0,1.0,1,1.0,1,1.0,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5
14,J.Smith-schuster o16.5 receiving yards,Rotowire Sleeper,Kansas City Chiefs,j.smith-schuster,1.0,0.0,Rec_Yds,Y,130.0,New Orleans Saints,1.0,0.5,0,0.5,0,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5
15,R.Shaheed o59.5 Receiving Yards,GreenDotDaily,New Orleans Saints,r.shaheed,1.0,0.0,Rec_Yds,Y,86.0,Kansas City Chiefs,0.0,0.75,1,0.6666666666666666,1,0.75,1,67,2,39,1,,GEHA Field at Arrowhead Stadium,outdoors,grass,170,0.5,1.35,0.8500000000000001
