,Play,Expert,Team,Name,Correct,Actual Value,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
0,S.Tucker o0.5 Rush_TD+Rec_TD,Josh Inglis,Tampa Bay Buccaneers,s.tucker,N,0.0,New Orleans Saints,1.0,0.2,0,0.0,0,0.2,0,69,7,45,1,Rain,Raymond James,outdoors,grass,100.0,0.75,1.5,0.75
1,J.Nailor o0.5 rush_td+rec_td,GDAWG5000,Minnesota Vikings,j.nailor,N,0.0,Detroit Lions,0.0,0.4285714285714285,0,0.3333333333333333,0,0.4,0,23,2,69,4,Snow,Ford Field,indoors,turf,440.0,0.5,2.7,2.2
2,A.Thielen o0.5 rush_td+rec_td,GDAWG5000,Carolina Panthers,a.thielen,N,0.0,Atlanta Falcons,0.0,0.4444444444444444,0,0.6666666666666666,1,0.6,1,44,7,61,20,Rain,Mercedes-Benz,indoors,turf,225.0,1.0,3.25,2.25
3,S.LaPorta o0.5 rush_td+rec_td,GDAWG5000,Detroit Lions,s.laporta,N,0.0,Minnesota Vikings,1.0,0.4,0,0.6666666666666666,1,0.6,1,23,2,70,3,Snow,Ford Field,indoors,turf,180.0,1.0,2.8,1.7999999999999998
4,B.Thomas o0.5 rush_td+rec_td,TheBMatt,Jacksonville Jaguars,b.thomas,N,0.0,Indianapolis Colts,0.0,0.5625,1,1.0,1,0.8,1,24,6,63,56,Snow,Lucas Oil,indoors,turf,140.0,1.0,2.4,1.4
5,A.Thielen o0.5 rush_td+rec_td,TheTDShow,Carolina Panthers,a.thielen,N,0.0,Atlanta Falcons,0.0,0.4444444444444444,0,0.6666666666666666,1,0.6,1,46,5,48,20,Rain,Mercedes-Benz,indoors,turf,225.0,1.0,3.25,2.25
6,J.Taylor o0.5 rush_td+rec_td,shadybiev_duplicate,Indianapolis Colts,j.taylor,Y,1.0,Jacksonville Jaguars,1.0,0.4615384615384615,0,0.6666666666666666,1,0.6,1,21,8,71,83,Snow,Lucas Oil,indoors,turf,-145.0,2.18,3.6834482758620695,1.5034482758620693
7,J.Dobbins o0.5 rush_td+rec_td,FirefighterBets,Los Angeles Chargers,j.dobbins,N,0.0,Las Vegas Raiders,0.0,0.5833333333333334,1,0.6666666666666666,1,0.6,1,60,3,23,1,Clear,Allegiant,indoors,grass,-110.0,1.0,1.9090909090909087,0.9090909090909092
8,J.Jacobs o0.5 rush_td+rec_td,JBBets1,Green Bay Packers,j.jacobs,Y,1.0,Chicago Bears,1.0,0.625,1,1.0,1,1.0,1,15,7,58,4,Overcast,Lambeau Field,outdoors,grass,-120.0,1.0,1.8333333333333333,0.8333333333333335
9,A.Jones o0.5 rush_td+rec_td,shadybiev,Minnesota Vikings,a.jones,N,0.0,Detroit Lions,0.0,0.4375,0,0.3333333333333333,0,0.6,1,23,2,70,3,Snow,Ford Field,indoors,turf,-110.0,1.65,3.15,1.5
10,A.Jones o0.5 rush_td+rec_td,Mjaybrxd,Minnesota Vikings,a.jones,N,0.0,Detroit Lions,0.0,0.4375,0,0.3333333333333333,0,0.6,1,23,2,70,6,Snow,Ford Field,indoors,turf,-110.0,1.0,1.9090909090909087,0.9090909090909092
