,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
5,J.Smith-Njigba o47.5 Rec Yds,charliedisturco,Seattle Seahawks,j.smith-njigba,Detroit Lions,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,68,5,75,5,Rain,Ford Field,indoors,turf,-114.0,1.14,2.14,0.9999999999999998
8,J.Smith-Njigba o47.5 Rec Yds,GreenDotDaily,Seattle Seahawks,j.smith-njigba,Detroit Lions,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,68,6,75,5,Rain,Ford Field,indoors,turf,-114.0,1.0,1.8771929824561404,0.8771929824561404
10,C.Ridley o39.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,c.ridley,Miami Dolphins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,86,7,71,11,Rain,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5
12,J.Whyle o7.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,j.whyle,Miami Dolphins,0.0,1.0,1,1.0,1,1.0,1,85,8,74,12,Rain,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5
26,N.Fant o23.5 receiving yards,Rotowire Prizepicks,Seattle Seahawks,n.fant,Detroit Lions,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,70,5,78,2,Foggy,Ford Field,indoors,turf,100.0,1.5,3.0,1.5
27,D.Achane o23.5 receiving yards,Rotowire Prizepicks,Miami Dolphins,d.achane,Tennessee Titans,1.0,1.0,1,1.0,1,1.0,1,86,7,77,3,Partly Cloudy,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5
28,T.Hill o52.5 Rec Yds,sandyplashkes,Miami Dolphins,t.hill,Tennessee Titans,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,86,7,77,3,Partly Cloudy,Hard Rock,outdoors,grass,-112.0,2.24,4.24,2.0
29,T.Burks o6.5 receiving yards,Rotowire Prizepicks,Tennessee Titans,t.burks,Miami Dolphins,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,86,7,77,3,Partly Cloudy,Hard Rock,outdoors,grass,100.0,1.5,3.0,1.5
31,J.Smith-Njigba o47.5 Rec Yds,Markus_Markets,Seattle Seahawks,j.smith-njigba,Detroit Lions,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,70,5,78,2,Foggy,Ford Field,indoors,turf,-113.0,1.0,1.8849557522123888,0.8849557522123894
34,D.Achane o23.5 Rec Yds,kylemurray03,Miami Dolphins,d.achane,Tennessee Titans,1.0,1.0,1,1.0,1,1.0,1,87,7,75,4,Partly Cloudy,Hard Rock,outdoors,grass,-113.0,1.13,2.13,1.0
43,T.Hill o52.5 Rec Yds,LinesAtLunch,Miami Dolphins,t.hill,Tennessee Titans,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,87,7,75,4,Partly Cloudy,Hard Rock,outdoors,grass,-112.0,1.12,2.12,1.0
