,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
63,R.Stevenson o0.5 rush_td+rec_td,gneiffer07,New England Patriots,r.stevenson,Chicago Bears,0.0,0.5714285714285714,1,0.6666666666666666,1,0.4,0,60,15,75,25,Rain,Soldier Field,outdoors,grass,165.0,1.0,2.65,1.65
67,G.Pickens o0.5 rush_td+rec_td,gneiffer07,Pittsburgh Steelers,g.pickens,Washington Commanders,0.0,0.125,0,0.3333333333333333,0,0.2,0,60,9,51,16,Rain,FedExField,outdoors,grass,200.0,1.0,3.0,2.0
68,A.Jones o0.5 rush_td+rec_td,gneiffer07,Minnesota Vikings,a.jones,Jacksonville Jaguars,0.0,0.4285714285714285,0,0.3333333333333333,0,0.4,0,79,14,79,57,Mostly Cloudy,TIAA Bank,outdoors,grass,-105.0,1.05,2.05,0.9999999999999998
156,B.Hall o0.5 rush_td+rec_td,MJCLocks,New York Jets,b.hall,Arizona Cardinals,0.0,0.4444444444444444,0,0.3333333333333333,0,0.2,0,79,2,14,0,Partly Cloudy,Allianz,outdoors,grass,-115.0,1.15,2.1499999999999995,0.9999999999999996
193,B.Robinson o0.5 rush_td+rec_td,theprophunter0_,Atlanta Falcons,b.robinson,New Orleans Saints,0.0,0.5,0,1.0,1,0.6,1,79,13,88,53,Mostly Cloudy,Caesars Superdome,indoors,turf,-115.0,0.58,1.0843478260869563,0.5043478260869564
196,G.Pickens o0.5 rush_td+rec_td,TheTDShow,Pittsburgh Steelers,g.pickens,Washington Commanders,0.0,0.125,0,0.3333333333333333,0,0.2,0,52,6,49,21,Partly Cloudy,FedExField,outdoors,grass,195.0,1.0,2.95,1.95
198,N.Harris o0.5 rush_td+rec_td,theprophunter0_,Pittsburgh Steelers,n.harris,Washington Commanders,0.0,0.25,0,0.6666666666666666,1,0.4,0,52,6,49,21,Partly Cloudy,FedExField,outdoors,grass,100.0,0.5,1.0,0.5
199,J.Jefferson o0.5 rush_td+rec_td,TheTDShow,Minnesota Vikings,j.jefferson,Jacksonville Jaguars,0.0,0.7142857142857143,1,0.3333333333333333,0,0.6,1,78,16,79,39,Mostly Cloudy,TIAA Bank,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042
202,G.Pickens o0.5 rush_td+rec_td,TheBMatt,Pittsburgh Steelers,g.pickens,Washington Commanders,0.0,0.125,0,0.3333333333333333,0,0.2,0,54,7,49,21,Clear,FedExField,outdoors,grass,180.0,1.0,2.8,1.7999999999999998
204,B.Robinson o0.5 rush_td+rec_td,CroweRadio,Atlanta Falcons,b.robinson,New Orleans Saints,0.0,0.5,0,1.0,1,0.6,1,78,13,88,53,Rain,Caesars Superdome,indoors,turf,-135.0,0.25,0.4351851851851852,0.1851851851851851
205,J.Jefferson o0.5 rush_td+rec_td,CroweRadio,Minnesota Vikings,j.jefferson,Jacksonville Jaguars,0.0,0.7142857142857143,1,0.3333333333333333,0,0.6,1,78,16,79,39,Mostly Cloudy,TIAA Bank,outdoors,grass,-110.0,0.25,0.4772727272727273,0.2272727272727273
