,Play,Expert,Team,Name,Correct,Actual Value,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
0,D.Samuel o48.5 Rec Yds,sandyplashkes,San Francisco 49ers,d.samuel,N,5.0,Detroit Lions,1.0,0.5384615384615384,1,0.3333333333333333,0,0.2,0,51,3,72,0,Foggy,Levi's,outdoors,grass,-116.0,1.16,2.16,0.9999999999999998
1,J.Jennings o62.5 receiving yards,Rotowire Prizepicks,San Francisco 49ers,j.jennings,Y,67.0,Detroit Lions,1.0,0.4615384615384615,0,0.3333333333333333,0,0.2,0,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5
2,R.Pearsall o19.5 Rec Yds,goodelleaks,San Francisco 49ers,r.pearsall,Y,141.0,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,6,71,0,Foggy,Levi's,outdoors,grass,-113.0,1.13,2.13,1.0
3,R.Pearsall o20.5 Rec Yds,KyleJustBets,San Francisco 49ers,r.pearsall,Y,141.0,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,6,71,0,Foggy,Levi's,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042
4,J.Williams o51.5 receiving yards,Rotowire Prizepicks_duplicate,Detroit Lions,j.williams,Y,77.0,San Francisco 49ers,0.0,0.6923076923076923,1,0.6666666666666666,1,0.6,1,52,6,71,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5
5,D.Samuel o48.5 Rec Yds,LinesAtLunch,San Francisco 49ers,d.samuel,N,5.0,Detroit Lions,1.0,0.5384615384615384,1,0.3333333333333333,0,0.2,0,52,6,71,0,Foggy,Levi's,outdoors,grass,-116.0,1.16,2.16,0.9999999999999998
6,I.Guerendo o11.5 Rec Yds,ThePropfessor_,San Francisco 49ers,i.guerendo,Y,65.0,Detroit Lions,1.0,0.2727272727272727,0,0.6666666666666666,1,0.6,1,52,6,71,0,Foggy,Levi's,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002
7,R.Pearsall o23.5 Rec Yds,Invisibleinsider,San Francisco 49ers,r.pearsall,Y,141.0,Detroit Lions,1.0,0.375,0,0.3333333333333333,0,0.2,0,52,3,74,0,Partly Cloudy,Levi's,outdoors,grass,-112.0,0.5,0.9464285714285714,0.4464285714285714
8,D.Samuel o48.5 Rec Yds,kylemurray03,San Francisco 49ers,d.samuel,N,5.0,Detroit Lions,1.0,0.5384615384615384,1,0.3333333333333333,0,0.2,0,52,3,74,0,Partly Cloudy,Levi's,outdoors,grass,-110.0,1.1,2.1,1.0
9,R.Pearsall o19.5 Rec Yds,kylemurray03,San Francisco 49ers,r.pearsall,Y,141.0,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,3,74,0,Partly Cloudy,Levi's,outdoors,grass,-110.0,1.1,2.1,1.0
10,I.Guerendo o12.5 Rec Yds,therocketplays,San Francisco 49ers,i.guerendo,Y,65.0,Detroit Lions,1.0,0.2727272727272727,0,0.6666666666666666,1,0.6,1,52,3,74,0,Partly Cloudy,Levi's,outdoors,grass,-110.0,1.1,2.1,1.0
11,J.Williams o49.5 receiving yards,Rotowire Prizepicks_duplicate,Detroit Lions,j.williams,Y,77.0,San Francisco 49ers,0.0,0.6923076923076923,1,0.6666666666666666,1,0.6,1,52,3,74,0,Partly Cloudy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5
12,R.Pearsall o20.5 Rec Yds,Invisibleinsider,San Francisco 49ers,r.pearsall,Y,141.0,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,3,74,0,Partly Cloudy,Levi's,outdoors,grass,-125.0,0.5,0.9,0.4
13,J.Gibbs o25.5 Rec Yds,Tico,Detroit Lions,j.gibbs,Y,46.0,San Francisco 49ers,0.0,0.5333333333333333,1,1.0,1,0.6,1,60,13,74,0,Mostly Cloudy,Levi's,outdoors,grass,-110.0,1.1,2.1,1.0
