,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
59,T.Hill o0.5 rush_td+rec_td,gneiffer07,Miami Dolphins,t.hill,Buffalo Bills,0.0,0.1428571428571428,0,0.0,0,0.0,0,51,3,49,10,Rain,Highmark,outdoors,turf,165.0,1.0,2.65,1.65
63,J.Gibbs o0.5 rush_td+rec_td,gneiffer07,Detroit Lions,j.gibbs,Green Bay Packers,0.0,0.7142857142857143,1,0.6666666666666666,1,0.8,1,52,13,83,98,Rain,Lambeau Field,outdoors,grass,105.0,1.0,2.05,1.0499999999999998
66,J.Jefferson o0.5 rush_td+rec_td,gneiffer07,Minnesota Vikings,j.jefferson,Indianapolis Colts,1.0,0.7142857142857143,1,0.3333333333333333,0,0.6,1,51,9,100,90,Rain,U.S. Bank,indoors,turf,-106.0,1.06,2.06,1.0
75,J.Gibbs o0.5 rush_td+rec_td,TopShelfAction,Detroit Lions,j.gibbs,Green Bay Packers,0.0,0.7142857142857143,1,0.6666666666666666,1,0.8,1,51,14,83,98,Rain,Lambeau Field,outdoors,grass,105.0,0.5,1.025,0.5249999999999999
124,L.McConkey o0.5 rush_td+rec_td,GDAWG5000,Los Angeles Chargers,l.mcconkey,Cleveland Browns,0.0,0.4285714285714285,0,0.3333333333333333,0,0.4,0,61,12,32,1,Mostly Cloudy,Cleveland Browns,outdoors,grass,260.0,0.5,1.8,1.3
125,L.McConkey o0.5 rush_td+rec_td,nick_giffen,Los Angeles Chargers,l.mcconkey,Cleveland Browns,0.0,0.4285714285714285,0,0.3333333333333333,0,0.4,0,61,12,32,1,Mostly Cloudy,Cleveland Browns,outdoors,grass,260.0,1.0,3.6,2.6
129,J.Nailor o0.5 rush_td+rec_td,nick_giffen,Minnesota Vikings,j.nailor,Indianapolis Colts,1.0,0.5,0,0.0,0,0.4,0,50,10,100,31,Rain,U.S. Bank,indoors,turf,460.0,0.5,2.8,2.3
195,J.Jacobs o0.5 rush_td+rec_td,shadybiev,Green Bay Packers,j.jacobs,Detroit Lions,1.0,0.375,0,0.6666666666666666,1,0.6,1,51,9,80,98,Rain,Lambeau Field,outdoors,grass,-115.0,1.73,3.2343478260869563,1.5043478260869565
198,T.Hill o0.5 rush_td+rec_td,Bward586,Miami Dolphins,t.hill,Buffalo Bills,0.0,0.1428571428571428,0,0.0,0,0.0,0,53,6,40,1,Clear,Highmark,outdoors,turf,195.0,0.5,1.475,0.975
204,L.McConkey o0.5 rush_td+rec_td,Theotherbabs,Los Angeles Chargers,l.mcconkey,Cleveland Browns,0.0,0.4285714285714285,0,0.3333333333333333,0,0.4,0,63,12,32,0,Clear,Cleveland Browns,outdoors,grass,262.0,1.0,3.62,2.62
206,T.Hill o0.5 rush_td+rec_td,daletanhardt,Miami Dolphins,t.hill,Buffalo Bills,0.0,0.1428571428571428,0,0.0,0,0.0,0,49,11,40,1,Partly Cloudy,Highmark,outdoors,turf,150.0,1.5,3.75,2.25
248,J.Jefferson o0.5 rush_td+rec_td,GoldBoys,Minnesota Vikings,j.jefferson,Indianapolis Colts,1.0,0.7142857142857143,1,0.3333333333333333,0,0.6,1,49,10,93,31,Rain,U.S. Bank,indoors,turf,-126.0,1.26,2.26,0.9999999999999998
256,D.Montgomery o0.5 rush_td+rec_td,gamblersdream,Detroit Lions,d.montgomery,Green Bay Packers,0.0,0.8571428571428571,1,0.6666666666666666,1,0.8,1,51,9,80,98,Rain,Lambeau Field,outdoors,grass,145.0,1.0,2.45,1.4500000000000002
