,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,Rec_BrkTkl,Rec_Rec/Br,Rush_Att,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,R.Pearsall,San Francisco 49ers,4,1,16,0,1,13,13.0,3,3.0,18.8,0,0.0,0,0.0,43.7,0,0,0,16,0,0,0,0,0,0,0,0.0,0,56.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
1,J.Jennings,San Francisco 49ers,9,2,31,0,0,0,0,0,0,13.4,0,0.0,0,0.0,1.9,0,0,0,18,0,2,21,10.5,10,5.0,0,0.0,0,94.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
2,G.Kittle,San Francisco 49ers,7,4,61,0,0,0,0,0,0,12.1,0,0.0,0,0.0,86.0,0,0,0,33,0,3,39,9.8,22,5.5,0,0.0,0,96.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
3,D.Samuel,San Francisco 49ers,7,3,16,0,0,1,0.3,15,5.0,6.7,0,0.0,0,0.0,50.3,3,0,2,6,0,0,0,0,0,0,0,0.0,0,78.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
4,I.Guerendo,San Francisco 49ers,4,4,18,0,1,-3,-0.8,21,5.3,-0.8,0,0.0,0,0.0,85.4,57,0,16,10,0,0,0,0,0,0,0,0.0,0,76.0,1212,Los Angeles Rams,1,Levi's,outdoors,grass,54,88,5,69,Rain
5,D.Robinson,Los Angeles Rams,1,0,0,0,0,0,0,0,0,11.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,78.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
6,C.Kupp,Los Angeles Rams,3,0,0,0,0,0,0,0,0,8.3,0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,85.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
7,T.Atwell,Los Angeles Rams,2,1,6,0,0,6,6.0,0,0.0,8.5,0,0.0,0,0.0,56.2,0,0,0,6,0,0,0,0,0,0,0,0.0,0,31.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
8,H.Long,Los Angeles Rams,2,2,17,0,0,0,0,0,0,3.5,0,0.0,0,0.0,102.1,0,0,0,9,0,1,7,3.5,10,5.0,0,0.0,0,34.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
9,C.Parkinson,Los Angeles Rams,5,2,21,0,0,0,0,0,0,5.8,0,0.0,0,0.0,52.9,0,0,0,14,0,1,8,4.0,13,6.5,0,0.0,0,49.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
10,P.Nacua,Los Angeles Rams,8,7,97,0,2,57,8.1,40,5.7,9.8,0,0.0,0,0.0,117.2,11,0,8,51,0,0,0,0,0,0,0,0.0,0,77.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
11,K.Williams,Los Angeles Rams,2,2,4,0,0,0,0.0,4,2.0,0.0,0,0.0,0,0.0,79.2,108,0,10,4,0,0,0,0,0,0,0,0.0,0,86.0,1212,San Francisco 49ers,0,Levi's,outdoors,grass,54,88,5,69,Rain
