,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,J.Dotson,Philadelphia Eagles,1,1,6,0,1,-5,-5.0,11,11.0,-5.0,0,0.0,0,0.0,91.7,0,0,0,0,6,0,0,0,0,0,0,0,0.0,79.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
1,G.Calcaterra,Philadelphia Eagles,2,2,19,0,2,14,7.0,5,2.5,7.0,0,0.0,0,0.0,106.2,0,0,0,0,15,0,0,0,0,0,0,0,0.0,39.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
2,B.Covey,Philadelphia Eagles,6,6,23,0,1,11,1.8,12,2.0,1.8,0,0.0,0,0.0,82.6,0,0,0,0,9,0,0,0,0,0,0,0,0.0,32.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
3,D.Goedert,Philadelphia Eagles,4,3,38,0,1,29,9.7,9,3.0,10.0,0,0.0,0,0.0,104.2,0,0,0,0,16,0,0,0,0,0,0,0,0.0,97.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
4,D.Smith,Philadelphia Eagles,10,7,76,1,4,73,10.4,3,0.4,10.8,0,0.0,0,0.0,85.8,0,0,0,0,19,0,0,0,0,0,0,0,0.0,100.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
5,S.Barkley,Philadelphia Eagles,5,4,21,0,0,0,0,0,0,0.8,0,0.0,0,0.0,84.2,0,95,0,11,10,0,3,4,1.0,17,4.3,0,0.0,90.0,916,Atlanta Falcons,1,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
6,K.Pitts,Atlanta Falcons,4,3,20,0,1,11,3.7,9,3.0,3.8,0,0.0,0,0.0,85.4,0,0,0,0,11,0,0,0,0,0,0,0,0.0,74.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
7,D.London,Atlanta Falcons,7,6,54,1,2,48,8.0,6,1.0,7.4,0,0.0,0,0.0,138.4,0,0,0,0,19,0,0,0,0,0,0,0,0.0,97.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
8,D.Mooney,Atlanta Falcons,7,3,88,1,3,54,18.0,34,11.3,14.7,0,0.0,0,0.0,129.5,0,0,0,0,41,0,0,0,0,0,0,0,0.0,100.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
9,R.McCloud,Atlanta Falcons,5,3,42,0,0,0,0,0,0,10.8,0,0.0,0,0.0,87.1,0,3,0,3,18,0,3,30,10.0,12,4.0,0,0.0,100.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
10,T.Allgeier,Atlanta Falcons,1,1,12,0,0,0,0,0,0,6.0,0,0.0,0,0.0,116.7,0,53,0,15,12,0,1,6,6.0,6,6.0,0,0.0,21.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
11,B.Robinson,Atlanta Falcons,5,4,25,0,0,0,0,0,0,-1.0,0,0.0,0,0.0,87.5,0,97,0,19,13,0,1,-9,-2.3,34,8.5,0,0.0,75.0,916,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,71,73,6,1,Overcast
