,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
6,D.Samuel o48.5 Rec Yds,sandyplashkes,San Francisco 49ers,d.samuel,Detroit Lions,1.0,0.5384615384615384,1,0.3333333333333333,0,0.2,0,51,13,72,0,Foggy,Levi's,outdoors,grass,-116.0,1.16,2.16,0.9999999999999998
8,T.Patrick o27.5 receiving yards,Rotowire Prizepicks,Detroit Lions,t.patrick,San Francisco 49ers,0.0,0.4615384615384615,0,0.6666666666666666,1,0.8,1,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5
14,J.Jennings o62.5 receiving yards,Rotowire Prizepicks,San Francisco 49ers,j.jennings,Detroit Lions,1.0,0.4615384615384615,0,0.3333333333333333,0,0.2,0,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5
17,R.Pearsall o19.5 Rec Yds,goodelleaks,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,13,71,0,Foggy,Levi's,outdoors,grass,-113.0,1.13,2.13,1.0
21,R.Pearsall o20.5 Rec Yds,KyleJustBets,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,13,71,0,Foggy,Levi's,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042
23,T.Patrick o28.5 receiving yards,Rotowire Sleeper,Detroit Lions,t.patrick,San Francisco 49ers,0.0,0.4615384615384615,0,0.6666666666666666,1,0.8,1,52,6,71,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5
24,D.Samuel o48.5 Rec Yds,LinesAtLunch,San Francisco 49ers,d.samuel,Detroit Lions,1.0,0.5384615384615384,1,0.3333333333333333,0,0.2,0,52,13,71,0,Foggy,Levi's,outdoors,grass,-116.0,1.16,2.16,0.9999999999999998
34,R.Pearsall o23.5 Rec Yds,Invisibleinsider,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.375,0,0.3333333333333333,0,0.2,0,52,3,74,0,Partly Cloudy,Levi's,outdoors,grass,-112.0,0.5,0.9464285714285714,0.4464285714285714
35,D.Samuel o48.5 Rec Yds,kylemurray03,San Francisco 49ers,d.samuel,Detroit Lions,1.0,0.5384615384615384,1,0.3333333333333333,0,0.2,0,52,13,74,0,Partly Cloudy,Levi's,outdoors,grass,-110.0,1.1,2.1,1.0
36,R.Pearsall o19.5 Rec Yds,kylemurray03,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,13,74,0,Partly Cloudy,Levi's,outdoors,grass,-110.0,1.1,2.1,1.0
43,R.Pearsall o20.5 Rec Yds,Invisibleinsider,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,13,74,0,Partly Cloudy,Levi's,outdoors,grass,-125.0,0.5,0.9,0.4
