Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets,Correct,Actual Value
J.Polk u20.5 Rec Yds,Theotherbabs,New England Patriots,j.polk,New York Jets,0.0,1.0,1,1.0,1,1.0,1,81,3,56,11,Rain,MetLife,outdoors,turf,-114.0,0.86,1.6143859649122807,0.7543859649122807,0.0,1.0,Rec_Yds,Y,13.0
M.Williams u23.5 Rec Yds,LinesAtLunch,New York Jets,m.williams,New England Patriots,1.0,1.0,1,1.0,1,1.0,1,76,6,56,11,Rain,MetLife,outdoors,turf,-116.0,1.16,2.16,0.9999999999999998,0.0,1.0,Rec_Yds,N,34.0
A.Lazard o24.5 Receiving Yards,JBBets1,New York Jets,a.lazard,New England Patriots,1.0,0.5,0,0.5,0,0.5,0,81,6,45,0,Clear,MetLife,outdoors,turf,-142.0,1.0,1.704225352112676,0.704225352112676,1.0,0.0,Rec_Yds,Y,48.0
A.Rodgers u2.5 Rush Yds,gneiffer07,New York Jets,a.rodgers,New England Patriots,1.0,1.0,1,1.0,1,1.0,1,71,3,45,11,Rain,MetLife,outdoors,turf,-120.0,1.2,2.2,1.0000000000000002,,,,N,18.0
R.Stevenson o64.5 Rush Yds,gneiffer07,New England Patriots,r.stevenson,New York Jets,0.0,1.0,1,1.0,1,1.0,1,71,3,45,11,Rain,MetLife,outdoors,turf,-113.0,1.13,2.13,1.0,,,,N,23.0
A.Gibson o20.5 Rush Yds,gneiffer07,New England Patriots,a.gibson,New York Jets,0.0,0.5,0,0.5,0,0.5,0,71,3,45,11,Rain,MetLife,outdoors,turf,-113.0,1.13,2.13,1.0,,,,Y,29.0
A.Gibson o22.5 rushing yards,Jared Hochman,New England Patriots,a.gibson,New York Jets,0.0,0.5,0,0.5,0,0.5,0,71,3,45,11,Rain,MetLife,outdoors,turf,100.0,0.75,1.5,0.75,,,,Y,29.0
A.Gibson u1.5 Recs,MoneylineHacks,New England Patriots,a.gibson,New York Jets,0.0,1.0,1,1.0,1,1.0,1,76,6,56,11,Rain,MetLife,outdoors,turf,-150.0,3.0,5.0,2.0,0.0,1.0,Rec,N,3.0
A.Gibson u1.5 Recs,kylemurray03,New England Patriots,a.gibson,New York Jets,0.0,1.0,1,1.0,1,1.0,1,76,6,56,11,Rain,MetLife,outdoors,turf,-150.0,1.5,2.5,1.0,0.0,1.0,Rec,N,3.0
B.Hall o4.5 Recs,the_degenerates,New York Jets,b.hall,New England Patriots,1.0,1.0,1,1.0,1,1.0,1,77,5,45,0,Partly Cloudy,MetLife,outdoors,turf,100.0,1.0,2.0,1.0,1.0,0.0,Rec,N,4.0
B.Hall o4.5 Recs,GreenDotDaily,New York Jets,b.hall,New England Patriots,1.0,1.0,1,1.0,1,1.0,1,77,5,45,0,Partly Cloudy,MetLife,outdoors,turf,110.0,1.0,2.1,1.1,1.0,0.0,Rec,N,4.0
M.Williams u1.5 Recs,GreenDotDaily,New York Jets,m.williams,New England Patriots,1.0,1.0,1,1.0,1,1.0,1,77,5,45,0,Partly Cloudy,MetLife,outdoors,turf,165.0,0.5,1.325,0.825,0.0,1.0,Rec,N,3.0
B.Hall o0.5 rush_td+rec_td,JBBets1,New York Jets,b.hall,New England Patriots,1.0,1.0,1,1.0,1,1.0,1,81,6,45,0,Clear,MetLife,outdoors,turf,-105.0,0.5,0.9761904761904762,0.4761904761904761,,,,Y,1.0
B.Hall o0.5 rush_td+rec_td,theprophunter0_,New York Jets,b.hall,New England Patriots,1.0,1.0,1,1.0,1,1.0,1,81,6,45,0,Clear,MetLife,outdoors,turf,110.0,0.5,1.05,0.55,,,,Y,1.0
R.Stevenson o0.5 rush_td+rec_td,theprophunter0_,New England Patriots,r.stevenson,New York Jets,0.0,1.0,1,1.0,1,1.0,1,81,6,45,0,Clear,MetLife,outdoors,turf,110.0,0.5,1.05,0.55,,,,N,0.0
